,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,Description,PhotoAmt,AdoptionSpeed
8748,Cat,12,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,Yes,Yes,Healthy,0,"**(IMPORTANT) Note For Adopters** ♠ Oreo was diagnosed with Feline Leukemia (FeLV) and cats like her live long normal lives except their immunity is lower than that of normal cats. ♠ Oreo needs a home where he can be a single household cat (or homes with existing FeLV cats are fine too). A safe indoor environment with lots of human attention will be her best preference. :) -------------------------------------------------- ♥ Oreo was dumped at my apartment area on the 29th of May, . ♥ Oreo is an EXTREMELY affectionate girl and LOVES people very much. She always follow you and ask you to play with her. Not fussy about his diet either. -------------------------------------------------- Please drop me a call (or email) if interested. Thank you.",2,4
6604,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,"Hello everybody! My name is Minnie because I was the smallest in the bunch! But don't be fooled by my size, I still can pack a punch, in your heart, with my warm hugs!! I like playing and running around, but sometimes, I like to sit down and ponder about life, or what I'm having for dinner. Can I be your furever friend? _______________________________ Back story, we feed a bunch of strays in our area and did not manage to get one of the female dogs to be spayed in time so out pop-ed 5 little angles. We are still struggling to get our older foster dogs adopted so we thought it would be okay to leave this family where they were. But the weather was very unkind and it rained during most of the night. As a result, this furry family ended up not having a warm place to sleep at night so we decided to take them in, give them whatever we can. Unfornutely, 2 of the puppies did not make it. RIP. However, we have 3 very strong and bright puppies up for adoption, Winnie, Oreo and Minnie! They were born on June 29th (which makes them a month old today!) The mummy, QT Pie is also up for adoption! For more info, please contact Kelly Tan (preferably whatsapp) Thank you and have a great day!",3,2
11337,Dog,24,Mixed Breed,Male,Brown,White,Small,Medium,Yes,Yes,Healthy,0,"Looking for a small dog? This two year old neutered male corgi mix is an absolute gem of a pooch and will melt your heart. He loves car rides, sunbathing and gets along well with other dogs. Conditions: Daily walks and play, not tied up or left alone outside. Please call Tracy at if you are interested in meeting him!",7,2
403,Cat,2,Siamese,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,"Misty is a sweet and sociable kitten. She enjoys cuddling and being with people. She is also very friendly and likes other cats. Her favorite thing to do right now is trying to catch her own tail. Misty is looking for a family to call her own. If you are able to provide a safe and loving home for Misty, please contact me. I am able to provide transportation to her new home, if needed. I am also willing to sponsor neutering costs in the future.",5,2
6136,Dog,19,Mixed Breed,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,"Sunny has had been ill treated at birth, the fosterer took very good care of him. We adopted him for nearly 18 months and he has very well living with us, kids likes it very much as he is well behaved, loyal and show determination to protect his master. As we are relocating to other country, we seek kind people to look after him and he can provide protection to you and your home. p/s: if you are sincere to adopt Sunny. I can ferry him to your place, let him settle down, knowing that my place here is a bit out of everywhere.",4,4
6083,Dog,96,Golden Retriever,Female,Golden,No Color,Large,Medium,Yes,Yes,Healthy,0,Truffle is in very healthy condition. A gentle giant who will give you a big bear hug. Love to be around human. We have to give her up for adoption due to relocation. Definitely love walking the owner and car rides. Current weight is 30kg.,4,1
10565,Dog,9,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,"Sofie was down with ticks fever and looking rather skinny and sickly when Astrid first rescued her from the streets back in January . Though she was sick then, Sofie still walked up to Astrid when she saw her as if begging her to save her. Looking at such a sight, Astrid took Sofie home and nurse her back to health. Sofie has been with Astrid since then. Sofie has been spayed, vaccinated and microchiped. Astrid will be moving back to Switzerland soon and hope to find Sofie a good home before she leaves. Sofie is very playful and loves all dogs, though she is quite small sized. The vet estimated that Sofie was born in July which makes her approximately 9 months old now. She gets along very well with other dogs/strays in the neigborhood. Anyone who is interested to adopt Sofie, please contact Astrid for viewing at.",6,2
8312,Dog,36,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Minor Injury,0,"I am finding a kind soul who can help care for this dog. He's found with TVT virus, a tumour that can be cured. He'll need to take medicine and chemotherapy injection every Saturday (so far 2 injection done, may needed 4 more depends on condition). All expenses will be covered by me, I can also help on transportation, but need someone help to take care as I am having private issue. Please do let me know if anyone can help. Kindly contact Thanks.",3,3
10786,Cat,5,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,Rescued during it is only 2 month old. Abandoned by its mum in a cold and dirty area.,1,4
3036,Dog,16,Terrier,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,300,"Klein is friendly, playful and a wonderful companion. Come visit this adorable pooch at our adoption centre soon! We have over one hundred gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised. www.klpoochresortandrescue.org",1,4
6962,Cat,2,Siamese,Female,White,No Color,Small,Long,Yes,No,Healthy,0,"she's white, got blue eyes. can eat solid food.",0,4
7673,Cat,12,Domestic Long Hair,Female,Black,Gray,Medium,Long,Not Sure,Not Sure,Healthy,0,-,7,3
9084,Dog,72,Mixed Breed,Male,Cream,White,Medium,Medium,Yes,No,Healthy,0,bobby is cute and i bought him back because his previous owner was too busy for taking care her new born baby. wish that i can help bobby to find a new owner which can take good care of him.,2,0
2137,Cat,3,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,No,Healthy,0,"Read Dinah's story here: Dinah's a 3 month old tabby kitten. Born on 22nd March, . This girl is really curious and explorative. Born independant, she is able to watch over herself well. Not a fussy eater or hyper. Manja in a mild, attractive way. Suitable for potential adopters who may not have ample time to spend at home with pets. P.S: Dinah was rescued from an attempt to be SOLD by a fraudulent adopter (on the 1st of June, ). She is now looking for a genuine, loving person to adopt her and give her a better home. Please drop me an email or call if interested. Thank you!",9,3
9476,Dog,8,Poodle,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,"she is a best guard dog..and ahe is very sensitive to the strangers..besides that, she is very clever.. she know how to go to toilet and hear some commands.. but unlucky she is very active and i can't provide her the space for her to stay and activitys as we are live in apartment..at here i would like to find a dog lover who can take care of her..",3,3
6325,Cat,12,Domestic Short Hair,Female,Gray,No Color,Large,Short,Yes,No,Healthy,0,tade owg jage..kucing nyh kucing kmpOng...tp tataO nm saintifik..tu yg ltak bengal..,1,1
1168,Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,100,My dog is hyperactive and like to chew on stuff.i bought her around 1 month old and she's grown up a lot lately.shes a mix of home dog and Labrador. We will provide the dog cage and some food as well.we have to find her a new owner due to we have to go to oversea and we hope the new owner will love her as we do.,1,4
7943,Cat,6,Domestic Medium Hair,Male,Black,No Color,Medium,Long,Yes,Yes,Healthy,0,Teddy is very cute and has small white tips to his back toes and a tiny white spot on his belly other than that he's completely black and his fur is very soft. He's really loving and he's litter trained. We rescued him when he was a tiny kitten. He is now healthy and ready to go to a loving home.,1,4
6948,Cat,14,Domestic Long Hair,Female,Black,White,Large,Long,Yes,Yes,Healthy,100,love to eat so make sure her bowl is not empty price is negotiated free delivery services(depends on area),5,4
3683,Cat,4,Domestic Short Hair,Female,Brown,Gray,Small,Short,No,No,Healthy,0,-Active -Healthy -Indoor cat -Litter box trained,4,3
3485,Dog,48,Mixed Breed,Male,Black,Brown,Large,Medium,Not Sure,No,Healthy,0,"He was tied to a pole in a run down house in our taman. He was mistreated so i took upon myself to feed and care for him. I have 4 pets of my own so i could not take him in. When this house was bought and renovated, i approached the owner if he wanted to rent and he said ok. Since then i have adopted this fellow and he stays with the other stray dogs that i have rescued past 6 months.. Very active fellow and wants to run around a lot. I take him for jogging sometimes and he likes that.Good guard dog and very loving to people he knows.He is healthy and no ticks or mites and nice coat of hair.",2,4
6508,Cat,2,Domestic Short Hair,Female,Black,Golden,Small,Short,Yes,No,Healthy,0,*Terms and condition Our adoption policy are as follow: - Owner must bring pets back to our store to be neutered at 6 months of age - Owner should keep in touch with rescuer for the benefit of the pets - Pets must be kept indoors - All adoption is FREE,5,3
